epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,133.282,0.70381,0.48533,1.41091,0.97784,0.97063,0.98922,0.8433,0.68341,0.43991,1.42003,0.00151022,0.00151022,0.00151022
21,139.226,0.66252,0.44149,1.35875,0.9901,0.96189,0.99054,0.85104,0.67164,0.42763,1.47013,0.00150197,0.00150197,0.00150197
22,145.029,0.66389,0.45905,1.35122,0.9853,0.96384,0.98522,0.83975,0.68972,0.4302,1.52749,0.00149372,0.00149372,0.00149372
23,151.342,0.69014,0.47641,1.37818,0.97897,0.9613,0.98462,0.84373,0.6637,0.43006,1.45739,0.00148546,0.00148546,0.00148546
24,157.351,0.6663,0.44674,1.35336,0.96476,0.96362,0.98447,0.83775,0.66968,0.42822,1.48534,0.00147721,0.00147721,0.00147721
25,163.173,0.67694,0.46126,1.41674,0.94834,0.97698,0.9858,0.85124,0.6571,0.42149,1.46369,0.00146896,0.00146896,0.00146896
26,169.24,0.65917,0.45218,1.37538,0.98335,0.96508,0.98742,0.85403,0.66424,0.40785,1.45473,0.00146071,0.00146071,0.00146071
27,175.758,0.6766,0.44065,1.37804,0.98751,0.97424,0.98617,0.84444,0.66705,0.41919,1.42676,0.00145246,0.00145246,0.00145246
28,182.315,0.66187,0.44402,1.39906,0.96942,0.96887,0.98757,0.85251,0.65923,0.40628,1.51383,0.00144421,0.00144421,0.00144421
29,188.531,0.65459,0.43638,1.37748,0.97908,0.97698,0.98761,0.85246,0.67496,0.40802,1.49925,0.00143595,0.00143595,0.00143595
30,194.657,0.66827,0.44177,1.39425,0.97641,0.9751,0.98797,0.85976,0.65691,0.39776,1.46286,0.0014277,0.0014277,0.0014277
31,200.993,0.63545,0.42829,1.32734,0.99171,0.96857,0.98764,0.84688,0.65206,0.3972,1.51546,0.00141945,0.00141945,0.00141945
32,207.095,0.6206,0.42809,1.35086,0.97937,0.96647,0.99034,0.86169,0.66719,0.38374,1.45263,0.0014112,0.0014112,0.0014112
33,213.44,0.64327,0.431,1.39378,0.97442,0.97615,0.99153,0.86438,0.64679,0.39065,1.4302,0.00140295,0.00140295,0.00140295
34,220.13,0.64683,0.43267,1.33093,0.98145,0.95397,0.98977,0.86125,0.65266,0.39631,1.4663,0.0013947,0.0013947,0.0013947
35,226.07,0.62605,0.42787,1.29842,0.97678,0.97172,0.98747,0.84604,0.67795,0.41067,1.52445,0.00138644,0.00138644,0.00138644
36,232.128,0.62814,0.41933,1.31607,0.96848,0.97039,0.98821,0.85626,0.6319,0.39776,1.41734,0.00137819,0.00137819,0.00137819
37,237.782,0.61193,0.41792,1.34198,0.98556,0.95771,0.99052,0.85183,0.66063,0.39392,1.48527,0.00136994,0.00136994,0.00136994
38,244.011,0.60246,0.40318,1.33589,0.98373,0.96868,0.98689,0.85371,0.6497,0.38577,1.45525,0.00136169,0.00136169,0.00136169
39,249.853,0.62269,0.42268,1.34247,0.99252,0.96751,0.98964,0.86588,0.61776,0.37547,1.43418,0.00135344,0.00135344,0.00135344
40,255.935,0.63233,0.43281,1.36082,0.98099,0.97465,0.99159,0.85487,0.66351,0.37819,1.48514,0.00134519,0.00134519,0.00134519
41,261.913,0.61914,0.41689,1.32587,0.97944,0.97556,0.98849,0.85378,0.6594,0.39745,1.53862,0.00133693,0.00133693,0.00133693
42,268.071,0.6133,0.4088,1.3308,0.99252,0.97524,0.98879,0.84981,0.67827,0.38994,1.55029,0.00132868,0.00132868,0.00132868
43,274.175,0.61702,0.40775,1.33462,0.98232,0.965,0.98612,0.85145,0.66235,0.38369,1.50161,0.00132043,0.00132043,0.00132043
44,280.7,0.59787,0.40372,1.32484,0.97704,0.97698,0.98871,0.85246,0.66138,0.38292,1.51594,0.00131218,0.00131218,0.00131218
45,287.233,0.62197,0.41393,1.33309,0.98577,0.97096,0.98722,0.84927,0.64798,0.38862,1.41361,0.00130393,0.00130393,0.00130393
46,293.112,0.59707,0.39653,1.31141,0.98103,0.96179,0.98718,0.85466,0.63819,0.38803,1.45105,0.00129568,0.00129568,0.00129568
47,298.929,0.58831,0.38929,1.32765,0.97711,0.97698,0.98809,0.86421,0.63327,0.37515,1.47186,0.00128742,0.00128742,0.00128742
48,305.113,0.60298,0.40137,1.30619,0.97297,0.96181,0.98878,0.86134,0.63967,0.38051,1.45073,0.00127917,0.00127917,0.00127917
49,311.009,0.59524,0.40506,1.31909,0.98971,0.97086,0.98687,0.84935,0.65186,0.38774,1.42714,0.00127092,0.00127092,0.00127092
50,316.88,0.58795,0.39974,1.33498,0.98265,0.97698,0.99146,0.85742,0.64809,0.37668,1.48455,0.00126267,0.00126267,0.00126267
51,323.466,0.58109,0.39074,1.31401,0.97236,0.97546,0.99164,0.85238,0.64734,0.38229,1.51255,0.00125442,0.00125442,0.00125442
52,329.399,0.59271,0.39818,1.31321,0.97709,0.96968,0.98931,0.84367,0.65545,0.38219,1.52764,0.00124617,0.00124617,0.00124617
53,335.454,0.6134,0.40737,1.34228,0.98106,0.97602,0.98922,0.86605,0.64286,0.38392,1.45262,0.00123791,0.00123791,0.00123791
54,341.65,0.6078,0.41706,1.29725,0.98444,0.97784,0.98915,0.86147,0.65156,0.39898,1.41943,0.00122966,0.00122966,0.00122966
55,347.821,0.57372,0.39915,1.30788,0.98666,0.97698,0.99111,0.85736,0.64243,0.3709,1.48023,0.00122141,0.00122141,0.00122141
56,354.073,0.58943,0.38477,1.33976,0.97645,0.97143,0.99126,0.8681,0.64398,0.37595,1.46725,0.00121316,0.00121316,0.00121316
57,360.448,0.57144,0.3836,1.30646,0.98428,0.97363,0.99235,0.86912,0.62994,0.36261,1.4555,0.00120491,0.00120491,0.00120491
58,366.613,0.54354,0.3769,1.27674,0.97751,0.96587,0.9908,0.8711,0.61139,0.36903,1.4418,0.00119666,0.00119666,0.00119666
59,372.966,0.58397,0.38934,1.32757,0.97309,0.97143,0.98438,0.86117,0.62627,0.37079,1.62015,0.0011884,0.0011884,0.0011884
60,380.256,0.57443,0.39002,1.33548,0.99158,0.9651,0.99111,0.86745,0.62783,0.36876,1.47364,0.00118015,0.00118015,0.00118015
61,386.386,0.57147,0.38787,1.29186,0.98679,0.97698,0.99267,0.85866,0.64488,0.36052,1.50067,0.0011719,0.0011719,0.0011719
62,393.045,0.57724,0.39862,1.31529,0.99397,0.97838,0.99294,0.86553,0.62558,0.35112,1.53702,0.00116365,0.00116365,0.00116365
63,399.566,0.56454,0.38191,1.30063,0.98011,0.97143,0.98957,0.87236,0.61701,0.35798,1.44133,0.0011554,0.0011554,0.0011554
64,405.905,0.56425,0.37686,1.27391,0.99932,0.96456,0.99004,0.8691,0.6088,0.34597,1.4068,0.00114715,0.00114715,0.00114715
65,412.379,0.56115,0.37467,1.27943,0.98831,0.97307,0.98965,0.86985,0.63766,0.35226,1.49607,0.00113889,0.00113889,0.00113889
66,419.268,0.54128,0.3698,1.26881,0.98679,0.97371,0.99239,0.87437,0.63082,0.3578,1.54403,0.00113064,0.00113064,0.00113064
67,425.834,0.59014,0.39409,1.30968,0.97434,0.97564,0.99195,0.854,0.6679,0.3778,1.49857,0.00112239,0.00112239,0.00112239
68,432.242,0.5693,0.3836,1.28828,0.98016,0.95992,0.99171,0.86196,0.64716,0.37192,1.43374,0.00111414,0.00111414,0.00111414
69,438.229,0.56714,0.3711,1.31613,0.9738,0.97103,0.99204,0.86203,0.63837,0.36136,1.4058,0.00110589,0.00110589,0.00110589
70,444.388,0.56582,0.36999,1.28041,0.98303,0.95903,0.99059,0.86172,0.6305,0.37056,1.45989,0.00109764,0.00109764,0.00109764
71,449.952,0.57582,0.38567,1.34343,0.99207,0.96935,0.98891,0.8603,0.63139,0.36368,1.53488,0.00108938,0.00108938,0.00108938
72,454.796,0.56569,0.37381,1.31507,0.99017,0.96548,0.9872,0.84905,0.63309,0.37339,1.44316,0.00108113,0.00108113,0.00108113
73,459.613,0.55893,0.37491,1.28728,0.98826,0.97591,0.9899,0.86423,0.62163,0.349,1.46041,0.00107288,0.00107288,0.00107288
74,464.261,0.57737,0.38479,1.34248,0.98597,0.97103,0.9892,0.86415,0.61226,0.36014,1.46169,0.00106463,0.00106463,0.00106463
75,468.964,0.55144,0.36965,1.27512,0.97622,0.97455,0.98861,0.85505,0.62481,0.3649,1.47814,0.00105638,0.00105638,0.00105638
76,473.77,0.5658,0.38101,1.27301,0.97412,0.97143,0.98867,0.85619,0.63563,0.37983,1.50143,0.00104813,0.00104813,0.00104813
77,478.447,0.55513,0.36364,1.27714,0.97852,0.96032,0.99098,0.85681,0.62956,0.36682,1.52677,0.00103987,0.00103987,0.00103987
78,483.403,0.5557,0.37666,1.34536,0.99794,0.95352,0.99199,0.86931,0.60665,0.34367,1.53963,0.00103162,0.00103162,0.00103162
79,488.399,0.52499,0.35442,1.286,0.9803,0.95437,0.99133,0.86638,0.6176,0.35803,1.49407,0.00102337,0.00102337,0.00102337
80,493.231,0.5724,0.38095,1.34523,0.97211,0.97005,0.99201,0.87469,0.62094,0.35846,1.40875,0.00101512,0.00101512,0.00101512
81,497.813,0.53397,0.36277,1.2942,0.98089,0.96762,0.99218,0.8626,0.62905,0.35517,1.45608,0.00100687,0.00100687,0.00100687
82,502.571,0.52564,0.37385,1.29841,0.99276,0.97244,0.99038,0.85834,0.62301,0.36821,1.4948,0.000998616,0.000998616,0.000998616
83,507.356,0.53758,0.35936,1.2547,0.99106,0.96876,0.98878,0.85931,0.62151,0.36351,1.4362,0.000990365,0.000990365,0.000990365
84,512.135,0.52832,0.36985,1.31039,0.97853,0.97253,0.9914,0.87169,0.61814,0.35101,1.44818,0.000982113,0.000982113,0.000982113
85,517.565,0.52274,0.35126,1.26272,0.97932,0.97698,0.98928,0.86723,0.61289,0.3553,1.50391,0.000973861,0.000973861,0.000973861
86,523.767,0.51196,0.35503,1.23065,0.98809,0.97494,0.98996,0.86096,0.6315,0.33956,1.52509,0.00096561,0.00096561,0.00096561
87,529.829,0.51675,0.3603,1.251,0.97481,0.97187,0.99003,0.86714,0.62791,0.35553,1.55766,0.000957358,0.000957358,0.000957358
88,536.176,0.53124,0.35955,1.28773,0.97818,0.96963,0.98999,0.85924,0.64642,0.35235,1.5388,0.000949106,0.000949106,0.000949106
89,542.454,0.5256,0.36799,1.27072,0.97082,0.97143,0.98828,0.86312,0.62665,0.36912,1.55013,0.000940855,0.000940855,0.000940855
90,549.143,0.5297,0.36431,1.28201,0.97669,0.97362,0.98869,0.86963,0.61611,0.35307,1.57224,0.000932603,0.000932603,0.000932603
91,556.709,0.53399,0.36516,1.30767,0.98564,0.95761,0.98905,0.86504,0.6231,0.34529,1.5759,0.000924352,0.000924352,0.000924352
92,562.938,0.4973,0.33832,1.21946,0.97382,0.96548,0.98728,0.86629,0.62899,0.35073,1.50082,0.0009161,0.0009161,0.0009161
93,567.574,0.51979,0.35137,1.27399,0.97571,0.96912,0.98914,0.86284,0.63936,0.35223,1.48517,0.000907848,0.000907848,0.000907848
94,572.234,0.51639,0.35601,1.25556,0.98229,0.96809,0.98877,0.8629,0.63104,0.35611,1.45071,0.000899597,0.000899597,0.000899597
95,576.901,0.522,0.3586,1.29312,0.98484,0.95397,0.98758,0.86098,0.64131,0.36952,1.44572,0.000891345,0.000891345,0.000891345
96,581.709,0.51553,0.35315,1.27431,0.98231,0.96991,0.98904,0.86898,0.61803,0.35255,1.47229,0.000883093,0.000883093,0.000883093
97,586.347,0.50717,0.34359,1.28058,0.98061,0.97033,0.98814,0.86044,0.62991,0.36452,1.49061,0.000874842,0.000874842,0.000874842
98,591.055,0.51069,0.3504,1.26023,0.98083,0.96548,0.9883,0.86297,0.62497,0.35136,1.43264,0.00086659,0.00086659,0.00086659
99,595.9,0.51004,0.35022,1.27476,0.98507,0.98035,0.99013,0.87018,0.61399,0.33724,1.42405,0.000858338,0.000858338,0.000858338
100,600.692,0.52694,0.35675,1.24917,0.98045,0.98009,0.98998,0.87531,0.61974,0.34302,1.49294,0.000850087,0.000850087,0.000850087
101,605.668,0.5319,0.35164,1.28943,0.97708,0.98136,0.98975,0.87423,0.62418,0.33417,1.49399,0.000841835,0.000841835,0.000841835
102,610.738,0.49042,0.33273,1.2365,0.9869,0.97467,0.9901,0.87381,0.61375,0.33569,1.48334,0.000833583,0.000833583,0.000833583
103,615.764,0.49248,0.34161,1.2144,0.99336,0.9691,0.98939,0.87333,0.61152,0.3388,1.51317,0.000825332,0.000825332,0.000825332
104,620.845,0.50979,0.34815,1.24843,0.98461,0.97578,0.98933,0.8701,0.61535,0.34463,1.53739,0.00081708,0.00081708,0.00081708
105,625.724,0.49612,0.34555,1.23675,0.98554,0.97103,0.98923,0.86413,0.61639,0.34769,1.51843,0.000808828,0.000808828,0.000808828
106,630.383,0.50954,0.35058,1.29274,0.97976,0.9761,0.98798,0.86558,0.6228,0.35694,1.50426,0.000800577,0.000800577,0.000800577
107,635.129,0.50746,0.34618,1.27253,0.9893,0.96617,0.98865,0.86755,0.60607,0.34624,1.49309,0.000792325,0.000792325,0.000792325
108,639.809,0.48711,0.34444,1.24578,0.98993,0.97087,0.98917,0.87192,0.61577,0.3458,1.44142,0.000784073,0.000784073,0.000784073
109,644.372,0.51669,0.35515,1.28524,0.98979,0.97698,0.99022,0.87256,0.60454,0.33092,1.4543,0.000775822,0.000775822,0.000775822
110,649.056,0.49832,0.33875,1.25598,0.9909,0.98111,0.99027,0.87774,0.61148,0.33278,1.44047,0.00076757,0.00076757,0.00076757
111,653.981,0.48974,0.33749,1.24448,0.98683,0.97698,0.99012,0.87731,0.59572,0.32541,1.47386,0.000759318,0.000759318,0.000759318
112,658.622,0.49195,0.34006,1.25284,0.98872,0.98657,0.99068,0.87159,0.6005,0.32201,1.52327,0.000751067,0.000751067,0.000751067
113,663.37,0.50532,0.33948,1.27127,0.99893,0.98621,0.9908,0.87069,0.60797,0.32317,1.5834,0.000742815,0.000742815,0.000742815
114,667.999,0.4759,0.33412,1.24742,0.99316,0.97603,0.99027,0.87031,0.61305,0.33094,1.48389,0.000734564,0.000734564,0.000734564
115,672.64,0.47879,0.33648,1.25474,0.99165,0.97859,0.98982,0.88224,0.59957,0.33489,1.43662,0.000726312,0.000726312,0.000726312
116,677.34,0.44965,0.32015,1.21017,0.98808,0.97354,0.9914,0.87687,0.6086,0.33876,1.49035,0.00071806,0.00071806,0.00071806
117,682.24,0.48245,0.3387,1.25952,0.98131,0.98222,0.98979,0.87666,0.59545,0.33363,1.47289,0.000709809,0.000709809,0.000709809
118,687.215,0.46556,0.33103,1.24267,0.9869,0.97575,0.98978,0.87222,0.60494,0.33283,1.45864,0.000701557,0.000701557,0.000701557
119,691.999,0.47101,0.33258,1.29993,0.98809,0.97444,0.98958,0.87215,0.5982,0.34584,1.52295,0.000693305,0.000693305,0.000693305
120,696.593,0.47433,0.33171,1.21811,0.99397,0.9804,0.98936,0.87021,0.60607,0.33111,1.47152,0.000685054,0.000685054,0.000685054
121,701.328,0.47432,0.32803,1.23722,0.98987,0.98216,0.9894,0.87333,0.59626,0.32568,1.43124,0.000676802,0.000676802,0.000676802
122,705.954,0.4647,0.3259,1.22311,0.99227,0.98254,0.98959,0.86566,0.61399,0.34126,1.50222,0.00066855,0.00066855,0.00066855
123,710.677,0.4887,0.34636,1.2553,0.99092,0.97488,0.98982,0.86851,0.62522,0.34275,1.47702,0.000660299,0.000660299,0.000660299
124,715.552,0.48627,0.3278,1.2218,0.98773,0.97072,0.99046,0.87808,0.60054,0.32485,1.51825,0.000652047,0.000652047,0.000652047
125,720.32,0.51121,0.3397,1.27078,0.97457,0.9881,0.99017,0.87624,0.59778,0.32191,1.52894,0.000643795,0.000643795,0.000643795
126,724.97,0.4844,0.33805,1.25282,0.9808,0.97813,0.9901,0.86926,0.61771,0.33052,1.61467,0.000635544,0.000635544,0.000635544
127,729.684,0.46557,0.32322,1.2518,0.986,0.97766,0.99008,0.86967,0.62388,0.32864,1.60091,0.000627292,0.000627292,0.000627292
128,734.447,0.46762,0.32479,1.2279,0.99165,0.98652,0.99068,0.88202,0.59794,0.30824,1.47092,0.00061904,0.00061904,0.00061904
129,739.094,0.46161,0.3217,1.21137,0.99921,0.978,0.99069,0.8798,0.60808,0.31573,1.44256,0.000610789,0.000610789,0.000610789
130,743.873,0.47296,0.32916,1.24049,0.99284,0.97085,0.99028,0.87704,0.61084,0.31554,1.50562,0.000602537,0.000602537,0.000602537
131,748.823,0.4772,0.32964,1.22991,0.99065,0.9873,0.99056,0.87509,0.61446,0.31934,1.51029,0.000594286,0.000594286,0.000594286
132,753.652,0.46702,0.32696,1.24513,0.98831,0.97302,0.99033,0.87472,0.6064,0.32576,1.4801,0.000586034,0.000586034,0.000586034
133,758.247,0.45777,0.32072,1.23025,0.97895,0.98254,0.99021,0.86165,0.61905,0.3314,1.50227,0.000577782,0.000577782,0.000577782
134,762.916,0.46134,0.32248,1.23445,0.99391,0.98172,0.99038,0.87113,0.60586,0.32024,1.51707,0.000569531,0.000569531,0.000569531
135,767.578,0.46219,0.33606,1.28137,0.99397,0.98222,0.99011,0.87031,0.60719,0.32226,1.53559,0.000561279,0.000561279,0.000561279
136,772.334,0.45438,0.32361,1.26961,0.9857,0.97508,0.98965,0.87735,0.60181,0.33297,1.51145,0.000553027,0.000553027,0.000553027
137,777.598,0.44416,0.31203,1.22098,0.99027,0.95847,0.98934,0.87778,0.60525,0.34077,1.54372,0.000544776,0.000544776,0.000544776
138,782.598,0.44032,0.31097,1.23006,0.98126,0.98254,0.99,0.87431,0.59759,0.32413,1.53377,0.000536524,0.000536524,0.000536524
139,787.365,0.45465,0.32262,1.23322,0.98735,0.97975,0.99026,0.87507,0.60509,0.32518,1.52567,0.000528272,0.000528272,0.000528272
140,792.087,0.45238,0.32982,1.24528,0.97776,0.98108,0.99052,0.87418,0.60514,0.32305,1.51271,0.000520021,0.000520021,0.000520021
141,796.694,0.43445,0.30951,1.22999,0.99025,0.9881,0.99069,0.88236,0.6032,0.31533,1.50971,0.000511769,0.000511769,0.000511769
142,801.618,0.43714,0.31525,1.23377,0.99511,0.98254,0.99069,0.87392,0.5961,0.31592,1.49125,0.000503517,0.000503517,0.000503517
143,806.36,0.45051,0.31006,1.24682,0.97703,0.98254,0.99026,0.87483,0.6025,0.32054,1.45353,0.000495266,0.000495266,0.000495266
144,811.342,0.45124,0.30965,1.23219,0.99202,0.97534,0.98959,0.87935,0.59651,0.3272,1.44996,0.000487014,0.000487014,0.000487014
145,816.489,0.46615,0.32642,1.26924,0.98989,0.98024,0.99018,0.87844,0.59013,0.3247,1.47893,0.000478762,0.000478762,0.000478762
146,821.158,0.43622,0.30698,1.24416,0.98293,0.98114,0.99001,0.87322,0.60088,0.32971,1.51503,0.000470511,0.000470511,0.000470511
147,825.786,0.4361,0.3119,1.20542,0.98499,0.97972,0.98965,0.86872,0.60182,0.33115,1.52586,0.000462259,0.000462259,0.000462259
148,830.401,0.44215,0.31238,1.22422,0.99271,0.98151,0.99058,0.87411,0.60106,0.32274,1.53095,0.000454007,0.000454007,0.000454007
149,835.132,0.44386,0.30895,1.24169,0.99258,0.97951,0.99045,0.87997,0.59729,0.31979,1.52862,0.000445756,0.000445756,0.000445756
150,839.857,0.44337,0.31336,1.24211,0.99073,0.97751,0.98995,0.87696,0.60417,0.32933,1.52287,0.000437504,0.000437504,0.000437504
151,844.548,0.44603,0.32178,1.24611,0.98772,0.96759,0.98966,0.87809,0.59982,0.32506,1.52298,0.000429253,0.000429253,0.000429253
152,849.363,0.42714,0.30535,1.21167,0.99328,0.96548,0.98997,0.87546,0.59013,0.32573,1.53437,0.000421001,0.000421001,0.000421001
153,854.065,0.43067,0.3073,1.24238,0.98791,0.96548,0.98992,0.87967,0.59205,0.32011,1.53561,0.000412749,0.000412749,0.000412749
154,858.739,0.42021,0.2961,1.24534,0.97639,0.96587,0.98957,0.87885,0.58973,0.33094,1.53865,0.000404498,0.000404498,0.000404498
155,863.497,0.45294,0.32215,1.2383,0.96822,0.97211,0.98943,0.88056,0.59866,0.33385,1.56141,0.000396246,0.000396246,0.000396246
156,868.191,0.42745,0.30391,1.23569,0.98513,0.96587,0.98911,0.87268,0.60303,0.33241,1.53072,0.000387994,0.000387994,0.000387994
157,872.843,0.4203,0.30609,1.25676,0.9888,0.96504,0.98964,0.87465,0.60309,0.32134,1.52909,0.000379743,0.000379743,0.000379743
158,877.792,0.41692,0.29983,1.20623,0.98738,0.97698,0.99006,0.87628,0.60851,0.31975,1.53967,0.000371491,0.000371491,0.000371491
159,882.685,0.42045,0.30091,1.21542,0.99125,0.97698,0.99001,0.87992,0.61403,0.32882,1.52803,0.000363239,0.000363239,0.000363239
160,887.322,0.42452,0.30185,1.23871,0.99302,0.97791,0.99027,0.87921,0.6113,0.32403,1.56338,0.000354988,0.000354988,0.000354988
161,892.199,0.41335,0.29554,1.21454,0.99295,0.97891,0.99015,0.88541,0.59771,0.31241,1.61684,0.000346736,0.000346736,0.000346736
162,897.043,0.40459,0.29438,1.24088,0.99252,0.9775,0.99014,0.88575,0.58644,0.31466,1.627,0.000338484,0.000338484,0.000338484
163,901.796,0.42138,0.30112,1.20878,0.99259,0.97449,0.98992,0.88204,0.58053,0.31456,1.62503,0.000330233,0.000330233,0.000330233
164,906.44,0.43265,0.30983,1.22402,0.99248,0.97551,0.99022,0.87977,0.58448,0.31,1.59897,0.000321981,0.000321981,0.000321981
165,911.221,0.41536,0.29774,1.21433,0.99308,0.97659,0.99033,0.87582,0.5952,0.31569,1.5745,0.000313729,0.000313729,0.000313729
166,915.912,0.42806,0.30587,1.25045,0.98855,0.9822,0.99068,0.87828,0.60132,0.31032,1.55042,0.000305478,0.000305478,0.000305478
167,920.525,0.42974,0.30497,1.25415,0.98967,0.98564,0.99074,0.88324,0.60256,0.30478,1.54752,0.000297226,0.000297226,0.000297226
168,925.327,0.4081,0.29802,1.20364,0.98944,0.98137,0.99063,0.87898,0.59061,0.31155,1.54118,0.000288974,0.000288974,0.000288974
169,930.086,0.41326,0.29605,1.23938,0.99192,0.97413,0.99045,0.87771,0.58856,0.31127,1.58135,0.000280723,0.000280723,0.000280723
170,934.774,0.40583,0.29877,1.20816,0.99049,0.97143,0.99016,0.88103,0.59279,0.31351,1.61318,0.000272471,0.000272471,0.000272471
171,939.488,0.41347,0.30167,1.17747,0.99281,0.97443,0.98998,0.87681,0.59441,0.31794,1.5873,0.00026422,0.00026422,0.00026422
172,944.32,0.44107,0.30993,1.22151,0.99057,0.98254,0.99001,0.88021,0.59116,0.31771,1.54037,0.000255968,0.000255968,0.000255968
173,949.182,0.41371,0.29542,1.21169,0.99129,0.98197,0.98988,0.87942,0.58878,0.31229,1.531,0.000247716,0.000247716,0.000247716
174,953.905,0.41293,0.30551,1.22738,0.99021,0.98254,0.99002,0.88128,0.58735,0.31267,1.53509,0.000239465,0.000239465,0.000239465
175,958.571,0.42334,0.30572,1.23875,0.99051,0.98153,0.98929,0.87813,0.58974,0.31865,1.53546,0.000231213,0.000231213,0.000231213
176,963.279,0.41141,0.29744,1.21008,0.99052,0.98184,0.98967,0.88512,0.58596,0.31844,1.54702,0.000222961,0.000222961,0.000222961
177,968.138,0.41879,0.2953,1.23336,0.98469,0.98254,0.98976,0.87932,0.5898,0.32172,1.55493,0.00021471,0.00021471,0.00021471
178,972.966,0.39252,0.29298,1.19965,0.98807,0.98051,0.98982,0.88243,0.58979,0.31849,1.58313,0.000206458,0.000206458,0.000206458
179,977.703,0.4231,0.30862,1.21067,0.98875,0.98254,0.98986,0.88303,0.58903,0.31805,1.55374,0.000198206,0.000198206,0.000198206
180,982.314,0.40469,0.28821,1.19649,0.9899,0.97806,0.9903,0.88716,0.58595,0.31677,1.55224,0.000189955,0.000189955,0.000189955
181,986.962,0.42049,0.30033,1.23971,0.99309,0.97459,0.9903,0.8919,0.58947,0.3197,1.55461,0.000181703,0.000181703,0.000181703
182,991.916,0.39988,0.29495,1.19537,0.98752,0.98146,0.99029,0.8865,0.59216,0.31987,1.56624,0.000173451,0.000173451,0.000173451
183,996.596,0.40765,0.29384,1.20318,0.99282,0.97805,0.99039,0.88268,0.5905,0.3122,1.55347,0.0001652,0.0001652,0.0001652
184,1001.14,0.39524,0.28157,1.20238,0.98983,0.98154,0.99057,0.88379,0.59322,0.30697,1.55377,0.000156948,0.000156948,0.000156948
185,1005.81,0.40607,0.29205,1.22775,0.99006,0.98142,0.99058,0.88201,0.59418,0.30725,1.55893,0.000148696,0.000148696,0.000148696
186,1010.61,0.38707,0.2827,1.19222,0.98977,0.98138,0.99028,0.88044,0.59361,0.30938,1.54759,0.000140445,0.000140445,0.000140445
